http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/759894,特21古塔建筑新一套，ASG XF 90,评级票,¥ 312.00,2021-09-11 19:39:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/759894,特21古塔建筑新一套，ASG XF 90,评级票,¥ 312.00,2021-09-11 19:39:01,asg
http://www.huabid.com/auctions/752473,文7天高竖四连新一件，带边，ASG XF 90,评级票,¥ 2288.00,2021-07-13 19:52:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/759894,特21古塔建筑新一套，ASG XF 90,评级票,¥ 312.00,2021-09-11 19:39:01,asg
http://www.huabid.com/auctions/752473,文7天高竖四连新一件，带边，ASG XF 90,评级票,¥ 2288.00,2021-07-13 19:52:01,asg
http://www.huabid.com/auctions/771642,民普3蟠龙加盖宋体字“中华民国”半分新一枚，ASG VF/XF 85,评级票,¥ 416.00,2021-12-08 22:34:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/759894,特21古塔建筑新一套，ASG XF 90,评级票,¥ 312.00,2021-09-11 19:39:01,asg
http://www.huabid.com/auctions/752473,文7天高竖四连新一件，带边，ASG XF 90,评级票,¥ 2288.00,2021-07-13 19:52:01,asg
http://www.huabid.com/auctions/771642,民普3蟠龙加盖宋体字“中华民国”半分新一枚，ASG VF/XF 85,评级票,¥ 416.00,2021-12-08 22:34:01,asg
http://www.huabid.com/auctions/768523,特47（-3）西藏新生新一枚，带直角边，ASG VF/XF 85,评级票,¥ 644.80,2021-11-25 19:49:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/759894,特21古塔建筑新一套，ASG XF 90,评级票,¥ 312.00,2021-09-11 19:39:01,asg
http://www.huabid.com/auctions/752473,文7天高竖四连新一件，带边，ASG XF 90,评级票,¥ 2288.00,2021-07-13 19:52:01,asg
http://www.huabid.com/auctions/771642,民普3蟠龙加盖宋体字“中华民国”半分新一枚，ASG VF/XF 85,评级票,¥ 416.00,2021-12-08 22:34:01,asg
http://www.huabid.com/auctions/768523,特47（-3）西藏新生新一枚，带直角边，ASG VF/XF 85,评级票,¥ 644.80,2021-11-25 19:49:01,asg
http://www.huabid.com/auctions/753769,文2大招手横双连新一件，ASG VF 80,评级票,¥ 2080.00,2021-07-25 14:29:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
http://www.huabid.com/auctions/771892,西北区宝塔山图邮无齿5角新一枚，ASG VF/XF 85,评级票,¥ 133.00,2021-12-18 19:38:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/756888,文17知青新一套，ASG XF/Superb 95,不定等级,¥ 4264.00,2021-08-15 21:23:01,asg
http://www.huabid.com/auctions/770631,军1黄军邮横双连新一件，ASG VF 80,评级票,¥ 3952.00,2021-12-08 22:21:01,asg
http://www.huabid.com/auctions/770703,文16李玉和新一枚，带右厂铭边，ASG XF 90,评级票,¥ 728.00,2021-12-08 22:09:01,asg
http://www.huabid.com/auctions/759894,特21古塔建筑新一套，ASG XF 90,评级票,¥ 312.00,2021-09-11 19:39:01,asg
http://www.huabid.com/auctions/752473,文7天高竖四连新一件，带边，ASG XF 90,评级票,¥ 2288.00,2021-07-13 19:52:01,asg
http://www.huabid.com/auctions/771642,民普3蟠龙加盖宋体字“中华民国”半分新一枚，ASG VF/XF 85,评级票,¥ 416.00,2021-12-08 22:34:01,asg
http://www.huabid.com/auctions/768523,特47（-3）西藏新生新一枚，带直角边，ASG VF/XF 85,评级票,¥ 644.80,2021-11-25 19:49:01,asg
http://www.huabid.com/auctions/753769,文2大招手横双连新一件，ASG VF 80,评级票,¥ 2080.00,2021-07-25 14:29:01,asg
http://www.huabid.com/auctions/771734,黑电子6.4元新一枚，ASG XF/Superb 95,评级票,¥ 343.20,2021-12-18 22:42:01,asg
http://www.huabid.com/auctions/768337,清伦敦版蟠龙1分、1角旧各一枚，销上海06.MAY.29、上海10.DEC.7汉英小圆戳，ASG F/VF 75,评级票,¥ 228.80,2021-11-25 19:04:02,asg
