http://huaimg.com/items/10001/47635/47635-71-001.jpg@!medium,1922年韓目＃22帆船1.5分郵資片，銷牯嶺1922.FEB.17英漢戳，經九江府銷十一年二月十八腰框戳寄上海，有上海1922.FEB.19英漢落地戳。江西牯嶺郵局、福建鼓嶺郵局、河北北戴河郵局、浙江莫干山郵局及河南雞公山郵局為著名的五大夏季郵局，僅在夏季開放營業給到該地避暑的外國人提供郵寄服務，因此每年寄出的郵件較少，一般在農曆五月端午節後開張營業到農曆八月中秋節,¥3000.00,不定等级
http://huaimg.com/items/10001/47635/47635-70-001.jpg@!medium,1919年葉縣寄太平縣掛號封：中式封貼一版帆船3分1枚，1角1枚，銷葉縣八年八月十三腰框戳，經陝州銷八年八月十七戳寄太平縣，有太平縣八年八月二十日落地戳，另銷有『葉縣驗過無損』檢查戳。此信有指示由中華郵政寄至山西平陽府太平縣古城鎮明德堂寶號，再由明德堂寶號私人寄遞至崔村，為民國初年少見郵局與民信局通力合作完成郵寄的實寄封,¥5000.00,不定等级
http://huaimg.com/items/10001/47635/47635-69-001.jpg@!medium,1917年南京寄瑞典S90魚雷艇家書封：西式封貼北京一版帆船1分1枚，5分3枚，銷南京城六年十月廿三戳，經上海銷1917.OCT.24英漢戳，經天津銷1917.OCT.27英漢戳，經京奉行動郵局銷1917.OCT.30戳寄瑞典，分別銷有南京收容所王馨蘭檢查訖中文戳，南京收容所王馨蘭檢查訖英文戳，俄國檢查條及俄國大型檢查戳。同時銷有南京收容所中英文檢查戳實寄封相當罕見，存世……,¥40000.00,不定等级
http://huaimg.com/items/10001/47635/47635-68-001.jpg@!medium,1917年威海衛寄益都縣華工封：大英威海政府招募華工局大型封貼北京一版帆船3分1枚，銷威海衛郵戳寄益都。大英威海政府招募華工局實寄封相當罕見，據華工郵史研究專家趙資靈教授研究及目前各拍賣統計，大英威海政府招募華工局大型封存世不到10封。1916年和1917年，英、法、俄等三國因為歐戰勞役不足，委託其本國商人承辦，招募服務軍事勞役的華工；北京政府因為是「以工代兵」……,¥25000.00,不定等级
http://huaimg.com/items/10001/47635/47635-67-001.jpg@!medium,1917年睢寧寄法國馬賽雙掛號華工封：中式封貼北京一版帆船1角3枚，銷睢寧六年十一月二十戳，經奉天銷1917.DEC.1英漢中轉戳寄法國馬賽，有法國馬賽落地戳但戳不清。信封上標註寄往惠民公司轉寄法國馬賽第10681號華工。第一次世界大戰期間中國作為利益攸關方，為了與協約國方面建立密切的聯繫，從而確保中國的主權利益，中國政府在1915年制定了一個創造性的新戰略：『明守中立……,¥28000.00,不定等级
http://huaimg.com/items/10001/47635/47635-66-001.jpg@!medium,1916年南昌府寄北京保險信函：中華郵政保險信函中式中型中文封貼倫敦版帆船2元1枚，北京一版帆船4分橫雙連，1元3枚，5元1枚，共計10.08元，銷南昌府五年八月五日腰框戳寄北京，有北京〈文〉五年八月九日落地戳，此封保價金額為郵局規定最高保額洋銀一千元，根據台灣知名集郵家何輝慶教授編著『我國郵政保險〈價〉信封〈1910-1949》』一書中記錄……,¥300000.00,不定等级
http://huaimg.com/items/10001/47635/47635-65-001.jpg@!medium,1916年庫倫寄北京洪憲元年封：中式封貼北京一版帆船1分1枚，5分1枚，銷庫倫元年三月三日戳，經張家口銷三月十三無年份中轉戳寄北京，有直隸外館銷元年三月十四到達戳，銷蒙古地區洪憲元年戳實寄封相當少見,¥20000.00,不定等级
http://huaimg.com/items/10001/47635/47635-62-001.jpg@!medium,1945年河南新鄉寄北京電報掛號封：中式封貼國幣開封加蓋20元/仿版烈士4角1枚，銷河南新鄉三十四年十月十三戳掛號寄北京，有北京三十四年二月十五雙落地戳，貼開封加蓋實寄封相當罕見,¥15000.00,不定等级
http://huaimg.com/items/10001/47635/47635-61-001.jpg@!medium,1946年新鄉寄天津航空快遞封：中式封貼孫像中信版1元直3連，國幣開封加蓋20元/仿版烈士4角1枚，50元/仿版烈士3角1枚，銷河南新鄉卅五.十二月三十戳航空快遞寄天津，有天津卅六.一月十四落地戳，貼開封國幣實寄封相當罕見，附2006年香港專家顧問有限公司證書,¥18000.00,不定等级
http://huaimg.com/items/10001/47635/47635-59-001.jpg@!medium,1943年福建洋口寄福州掛號封：中式封貼國內平信郵資已付福建加蓋、節約建國33分、港烈1分各1枚，銷福建洋口戳附福州，有閩侯〈福州〉卅二年二月一日落地戳，貼國內平信附加已付實寄封相當少見,¥13000.00,不定等级
